id,crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield_value
8743,Maize,2003,Summer     ,Uttar Pradesh,20641.0,28216.0,1075.6,2043050.0,4953.84,1.36217
8744,Masoor,2003,Rabi       ,Uttar Pradesh,571992.0,515023.0,1075.6,56615800.0,137278.0,0.887143
8745,Moong(Green Gram),2003,Kharif     ,Uttar Pradesh,35227.0,8228.0,1075.6,3486770.0,8454.48,0.294062
8746,Moong(Green Gram),2003,Summer     ,Uttar Pradesh,34070.0,18128.0,1075.6,3372250.0,8176.8,0.556912
8747,Moth,2003,Kharif     ,Uttar Pradesh,379.0,146.0,1075.6,37513.4,90.96,0.388947
8750,Peas & beans (Pulses),2003,Rabi       ,Uttar Pradesh,399208.0,547690.0,1075.6,39513600.0,95809.9,1.357
8752,Ragi,2003,Rabi       ,Uttar Pradesh,221.0,323.0,1075.6,21874.6,53.04,1.423
8753,Rapeseed &Mustard,2003,Rabi       ,Uttar Pradesh,536115.0,533534.0,1075.6,53064700.0,128668.0,0.845571
8754,Rice,2003,Kharif     ,Uttar Pradesh,5719930.0,12476900.0,1075.6,566159000.0,1372780.0,2.06629
8755,Rice,2003,Summer     ,Uttar Pradesh,7839.0,18016.0,1075.6,775904.0,1881.36,2.1595
8756,Sannhamp,2003,Whole Year ,Uttar Pradesh,3876.0,1167.0,1075.6,383646.0,930.24,0.278085
8757,Sesamum,2003,Kharif     ,Uttar Pradesh,94950.0,12307.0,1075.6,9398150.0,22788.0,0.137761
8758,Soyabean,2003,Kharif     ,Uttar Pradesh,4954.0,5315.0,1075.6,490347.0,1188.96,1.05762
8760,Sunflower,2003,Kharif     ,Uttar Pradesh,12044.0,20111.0,1075.6,1192120.0,2890.56,1.67836
8762,Turmeric,2003,Whole Year ,Uttar Pradesh,887.0,1604.0,1075.6,87795.3,212.88,1.82314
8763,Urad,2003,Kharif     ,Uttar Pradesh,566876.0,134187.0,1075.6,56109400.0,136050.0,0.367143
8764,Urad,2003,Summer     ,Uttar Pradesh,57741.0,28301.0,1075.6,5715200.0,13857.8,0.540154
8765,Wheat,2003,Rabi       ,Uttar Pradesh,9443100.0,26349900.0,1075.6,934678000.0,2266340.0,2.76743
8766,Arhar/Tur,2003,Kharif     ,Uttarakhand,1962.0,1453.0,1734.3,194199.0,470.88,0.756364
8767,Bajra,2003,Kharif     ,Uttarakhand,3.0,3.0,1734.3,296.94,0.72,1.0
8768,Barley,2003,Rabi       ,Uttarakhand,24940.0,25126.0,1734.3,2468560.0,5985.6,1.06077
8769,Garlic,2003,Whole Year ,Uttarakhand,2747.0,17920.0,1734.3,271898.0,659.28,4.46174
8770,Gram,2003,Rabi       ,Uttarakhand,766.0,601.0,1734.3,75818.7,183.84,0.738889
8771,Groundnut,2003,Kharif     ,Uttarakhand,1273.0,1267.0,1734.3,126002.0,305.52,0.955
8772,Horse-gram,2003,Kharif     ,Uttarakhand,8171.0,6066.0,1734.3,808766.0,1961.04,0.749091
8773,Linseed,2003,Rabi       ,Uttarakhand,11.0,4.0,1734.3,1088.78,2.64,0.36
8774,Maize,2003,Kharif     ,Uttarakhand,31209.0,47446.0,1734.3,3089070.0,7490.16,1.45615
8775,Maize,2003,Summer     ,Uttarakhand,137.0,224.0,1734.3,13560.3,32.88,1.62333
8776,Masoor,2003,Rabi       ,Uttarakhand,11618.0,7168.0,1734.3,1149950.0,2788.32,0.61
8777,Moong(Green Gram),2003,Kharif     ,Uttarakhand,13.0,5.0,1734.3,1286.74,3.12,0.443333
8778,Moong(Green Gram),2003,Summer     ,Uttarakhand,39.0,12.0,1734.3,3860.22,9.36,0.305
8779,Moth,2003,Kharif     ,Uttarakhand,2.0,1.0,1734.3,197.96,0.48,0.5
8781,Other  Rabi pulses,2003,Rabi       ,Uttarakhand,43.0,22.0,1734.3,4256.14,10.32,0.443333
8782,Other Cereals,2003,Kharif     ,Uttarakhand,77717.0,87277.0,1734.3,7692430.0,18652.1,1.00091
8783,Other Cereals,2003,Rabi       ,Uttarakhand,660.0,755.0,1734.3,65326.8,158.4,1.11222
8784,Other Kharif pulses,2003,Kharif     ,Uttarakhand,12064.0,7776.0,1734.3,1194090.0,2895.36,0.656364
8785,Peas & beans (Pulses),2003,Rabi       ,Uttarakhand,4451.0,3386.0,1734.3,440560.0,1068.24,0.663333
8787,Ragi,2003,Kharif     ,Uttarakhand,126421.0,165549.0,1734.3,12513200.0,30341.0,1.4
8788,Rapeseed &Mustard,2003,Rabi       ,Uttarakhand,12545.0,10025.0,1734.3,1241700.0,3010.8,0.694615
8789,Rice,2003,Kharif     ,Uttarakhand,271671.0,520831.0,1734.3,26890000.0,65201.0,1.64077
8790,Rice,2003,Summer     ,Uttarakhand,5655.0,21126.0,1734.3,559732.0,1357.2,3.66
8791,Sesamum,2003,Kharif     ,Uttarakhand,1857.0,294.0,1734.3,183806.0,445.68,0.155385
8792,Soyabean,2003,Kharif     ,Uttarakhand,13998.0,15045.0,1734.3,1385520.0,3359.52,1.33083
8794,Sunflower,2003,Kharif     ,Uttarakhand,262.0,301.0,1734.3,25932.8,62.88,1.024
8795,Tobacco,2003,Whole Year ,Uttarakhand,23.0,78.0,1734.3,2276.54,5.52,3.26
8796,Urad,2003,Kharif     ,Uttarakhand,10774.0,3905.0,1734.3,1066410.0,2585.76,0.37
8797,Urad,2003,Summer     ,Uttarakhand,645.0,233.0,1734.3,63842.1,154.8,0.243333
8798,Wheat,2003,Rabi       ,Uttarakhand,383387.0,729653.0,1734.3,37947600.0,92012.9,1.52538
8799,other oilseeds,2003,Kharif     ,Uttarakhand,411.0,294.0,1734.3,40680.8,98.64,0.637
8800,other oilseeds,2003,Rabi       ,Uttarakhand,87.0,29.0,1734.3,8611.26,20.88,0.298333
8801,Arhar/Tur,2004,Kharif     ,Andhra Pradesh,471825.0,215214.0,781.8,51117500.0,99083.2,0.479091
8802,Arhar/Tur,2004,Rabi       ,Andhra Pradesh,8452.0,3792.0,781.8,915690.0,1774.92,0.485
8803,Bajra,2004,Kharif     ,Andhra Pradesh,83441.0,74571.0,781.8,9040000.0,17522.6,0.86
8804,Bajra,2004,Rabi       ,Andhra Pradesh,10128.0,6712.0,781.8,1097270.0,2126.88,0.661818
8806,Cashewnut,2004,Whole Year ,Andhra Pradesh,150352.0,33571.0,781.8,16289100.0,31573.9,0.256875
8807,Castor seed,2004,Kharif     ,Andhra Pradesh,271600.0,105437.0,781.8,29425100.0,57036.0,0.484444
8809,Coriander,2004,Whole Year ,Andhra Pradesh,23981.0,9314.0,781.8,2598100.0,5036.01,0.516471
8810,Cotton(lint),2004,Kharif     ,Andhra Pradesh,1178420.0,2190550.0,781.8,127670000.0,247468.0,1.90143
8811,Dry chillies,2004,Kharif     ,Andhra Pradesh,186120.0,599570.0,781.8,20164200.0,39085.2,2.91136
8812,Dry chillies,2004,Rabi       ,Andhra Pradesh,50419.0,148939.0,781.8,5462390.0,10588.0,3.14864
8813,Garlic,2004,Whole Year ,Andhra Pradesh,552.0,0.0,781.8,59803.7,115.92,0.0
8815,Gram,2004,Kharif     ,Andhra Pradesh,111.0,98.0,781.8,12025.7,23.31,0.885
8816,Gram,2004,Rabi       ,Andhra Pradesh,341228.0,345312.0,781.8,36968600.0,71657.9,1.09
8817,Groundnut,2004,Kharif     ,Andhra Pradesh,1605390.0,1248560.0,781.8,173928000.0,337132.0,0.978636
8818,Groundnut,2004,Rabi       ,Andhra Pradesh,235743.0,390676.0,781.8,25540400.0,49506.0,1.75545
8819,Horse-gram,2004,Kharif     ,Andhra Pradesh,10077.0,4552.0,781.8,1091740.0,2116.17,0.433
8820,Horse-gram,2004,Rabi       ,Andhra Pradesh,56470.0,21003.0,781.8,6117960.0,11858.7,0.338571
8821,Jowar,2004,Kharif     ,Andhra Pradesh,200661.0,224757.0,781.8,21739600.0,42138.8,0.863636
8822,Jowar,2004,Rabi       ,Andhra Pradesh,299732.0,290800.0,781.8,32473000.0,62943.7,1.38955
8823,Linseed,2004,Rabi       ,Andhra Pradesh,4181.0,467.0,781.8,452970.0,878.01,0.126667
8824,Maize,2004,Kharif     ,Andhra Pradesh,505358.0,1238620.0,781.8,54750500.0,106125.0,2.81955
8827,Moong(Green Gram),2004,Kharif     ,Andhra Pradesh,304051.0,110550.0,781.8,32940900.0,63850.7,0.367727
8828,Moong(Green Gram),2004,Rabi       ,Andhra Pradesh,150094.0,48901.0,781.8,16261200.0,31519.7,0.368421
8829,Niger seed,2004,Kharif     ,Andhra Pradesh,15640.0,6101.0,781.8,1694440.0,3284.4,0.425
8832,Other  Rabi pulses,2004,Rabi       ,Andhra Pradesh,17609.0,4724.0,781.8,1907760.0,3697.89,0.256471
8833,Other Kharif pulses,2004,Kharif     ,Andhra Pradesh,16234.0,4193.0,781.8,1758790.0,3409.14,0.268
8835,Ragi,2004,Kharif     ,Andhra Pradesh,61063.0,73142.0,781.8,6615570.0,12823.2,1.43929
8836,Ragi,2004,Rabi       ,Andhra Pradesh,7924.0,14276.0,781.8,858486.0,1664.04,1.82308
8837,Rapeseed &Mustard,2004,Rabi       ,Andhra Pradesh,3623.0,904.0,781.8,392516.0,760.83,0.201667
8838,Rice,2004,Kharif     ,Andhra Pradesh,2215070.0,6392720.0,781.8,239980000.0,465164.0,2.72045
8839,Rice,2004,Rabi       ,Andhra Pradesh,871135.0,3208330.0,781.8,94378800.0,182938.0,2.83
8840,Safflower,2004,Rabi       ,Andhra Pradesh,19007.0,8288.0,781.8,2059220.0,3991.47,0.353636
8841,Sesamum,2004,Kharif     ,Andhra Pradesh,169457.0,23861.0,781.8,18359000.0,35586.0,0.1885
8842,Sesamum,2004,Rabi       ,Andhra Pradesh,39827.0,13803.0,781.8,4314860.0,8363.67,0.3595
8843,Small millets,2004,Kharif     ,Andhra Pradesh,47209.0,23108.0,781.8,5114620.0,9913.89,0.503636
8844,Small millets,2004,Rabi       ,Andhra Pradesh,515.0,257.0,781.8,55795.1,108.15,0.502
8845,Soyabean,2004,Kharif     ,Andhra Pradesh,77158.0,117898.0,781.8,8359300.0,16203.2,1.23556
8847,Sunflower,2004,Kharif     ,Andhra Pradesh,476116.0,290245.0,781.8,51582400.0,99984.4,0.714545
8848,Sunflower,2004,Rabi       ,Andhra Pradesh,332752.0,210955.0,781.8,36050400.0,69877.9,0.726818
8851,Tobacco,2004,Whole Year ,Andhra Pradesh,189484.0,585193.0,781.8,20528700.0,39791.6,4.54548
8852,Urad,2004,Kharif     ,Andhra Pradesh,76464.0,35130.0,781.8,8284110.0,16057.4,0.473636
8853,Urad,2004,Rabi       ,Andhra Pradesh,351048.0,223561.0,781.8,38032500.0,73720.1,0.608947
8854,Wheat,2004,Rabi       ,Andhra Pradesh,9174.0,4605.0,781.8,993911.0,1926.54,0.387273
8855,Arhar/Tur,2004,Kharif     ,Assam,6733.0,4751.0,2536.9,729453.0,1413.93,0.710435
8856,Castor seed,2004,Kharif     ,Assam,1349.0,572.0,2536.9,146151.0,283.29,0.428095
8857,Cotton(lint),2004,Kharif     ,Assam,1389.0,663.0,2536.9,150484.0,291.69,0.482609
8858,Dry chillies,2004,Whole Year ,Assam,14283.0,9155.0,2536.9,1547420.0,2999.43,0.631304
8859,Gram,2004,Rabi       ,Assam,2141.0,1084.0,2536.9,231956.0,449.61,0.470435
8861,Linseed,2004,Rabi       ,Assam,9262.0,4842.0,2536.9,1003450.0,1945.02,0.519545
8862,Masoor,2004,Rabi       ,Assam,20386.0,11041.0,2536.9,2208620.0,4281.06,0.505714
8863,Mesta,2004,Kharif     ,Assam,5095.0,25454.0,2536.9,551992.0,1069.95,4.66095
8864,Moong(Green Gram),2004,Rabi       ,Assam,7293.0,3429.0,2536.9,790124.0,1531.53,0.449565
8865,Niger seed,2004,Kharif     ,Assam,8730.0,4487.0,2536.9,945808.0,1833.3,0.532778
8866,Onion,2004,Whole Year ,Assam,7122.0,16786.0,2536.9,771598.0,1495.62,2.39696
8867,Other  Rabi pulses,2004,Rabi       ,Assam,78945.0,45468.0,2536.9,8552900.0,16578.4,0.560714
8868,Peas & beans (Pulses),2004,Rabi       ,Assam,22238.0,13339.0,2536.9,2409260.0,4669.98,0.596522
8870,Rapeseed &Mustard,2004,Rabi       ,Assam,244948.0,129395.0,2536.9,26537700.0,51439.1,0.514783
8871,Rice,2004,Autumn     ,Assam,436244.0,286330.0,2536.9,47262700.0,91611.2,0.802174
8872,Rice,2004,Summer     ,Assam,311437.0,610136.0,2536.9,33741100.0,65401.8,1.76435
8873,Rice,2004,Winter     ,Assam,1636050.0,2574280.0,2536.9,177250000.0,343570.0,1.5513
8874,Sesamum,2004,Kharif     ,Assam,13159.0,7498.0,2536.9,1425650.0,2763.39,0.503043
8875,Small millets,2004,Kharif     ,Assam,7982.0,4145.0,2536.9,864770.0,1676.22,0.519565
8877,Sweet potato,2004,Whole Year ,Assam,8026.0,28030.0,2536.9,869537.0,1685.46,3.40696
8878,Tobacco,2004,Whole Year ,Assam,678.0,365.0,2536.9,73454.5,142.38,0.58087
8879,Turmeric,2004,Whole Year ,Assam,11697.0,8401.0,2536.9,1267250.0,2456.37,0.722174
8880,Urad,2004,Rabi       ,Assam,36367.0,20914.0,2536.9,3940000.0,7637.07,0.561739
8881,Wheat,2004,Rabi       ,Assam,63854.0,68083.0,2536.9,6917940.0,13409.3,1.05696
8882,Arhar/Tur,2004,Kharif     ,Bihar,35839.0,44223.0,1147.8,3882800.0,7526.19,1.22605
8883,Bajra,2004,Kharif     ,Bihar,1200.0,1297.0,1147.8,130008.0,252.0,1.064
8885,Barley,2004,Rabi       ,Bihar,17346.0,18284.0,1147.8,1879270.0,3642.66,1.09222
8886,Castor seed,2004,Kharif     ,Bihar,173.0,163.0,1147.8,18742.8,36.33,0.962222
8887,Coriander,2004,Whole Year ,Bihar,2078.0,1362.0,1147.8,225131.0,436.38,0.644375
8888,Dry chillies,2004,Whole Year ,Bihar,3126.0,2245.0,1147.8,338671.0,656.46,0.71875
8889,Garlic,2004,Whole Year ,Bihar,2479.0,3735.0,1147.8,268575.0,520.59,1.52774
8890,Ginger,2004,Kharif     ,Bihar,365.0,555.0,1147.8,39544.1,76.65,1.45083
8891,Ginger,2004,Whole Year ,Bihar,394.0,596.0,1147.8,42686.0,82.74,1.48615
8892,Gram,2004,Rabi       ,Bihar,72112.0,60159.0,1147.8,7812610.0,15143.5,0.81
8893,Groundnut,2004,Kharif     ,Bihar,539.0,266.0,1147.8,58395.3,113.19,0.496667
8894,Horse-gram,2004,Kharif     ,Bihar,15011.0,12130.0,1147.8,1626290.0,3152.31,0.7795
8895,Jowar,2004,Kharif     ,Bihar,3755.0,3807.0,1147.8,406817.0,788.55,1.03083
8897,Khesari,2004,Rabi       ,Bihar,118220.0,79661.0,1147.8,12808000.0,24826.2,0.571842
8898,Linseed,2004,Rabi       ,Bihar,27560.0,23233.0,1147.8,2985850.0,5787.6,0.848421
8899,Maize,2004,Kharif     ,Bihar,270973.0,443819.0,1147.8,29357200.0,56904.3,1.59784
8900,Maize,2004,Rabi       ,Bihar,192685.0,596181.0,1147.8,20875500.0,40463.9,3.198
8901,Maize,2004,Summer     ,Bihar,153596.0,489273.0,1147.8,16640600.0,32255.2,2.95237
8902,Masoor,2004,Rabi       ,Bihar,178768.0,127032.0,1147.8,19367700.0,37541.3,0.631053
8904,Moong(Green Gram),2004,Kharif     ,Bihar,7323.0,3617.0,1147.8,793374.0,1537.83,0.470556
8905,Moong(Green Gram),2004,Summer     ,Bihar,175402.0,96750.0,1147.8,19003100.0,36834.4,0.501429
8907,Other  Rabi pulses,2004,Rabi       ,Bihar,2492.0,1886.0,1147.8,269983.0,523.32,0.819091
8908,Other Kharif pulses,2004,Kharif     ,Bihar,6116.0,3365.0,1147.8,662607.0,1284.36,0.509583
8909,Peas & beans (Pulses),2004,Rabi       ,Bihar,22824.0,20085.0,1147.8,2472750.0,4793.04,0.891389
8911,Ragi,2004,Kharif     ,Bihar,15570.0,10512.0,1147.8,1686850.0,3269.7,0.655357
8912,Rapeseed &Mustard,2004,Rabi       ,Bihar,83112.0,66877.0,1147.8,9004350.0,17453.5,0.866579
8913,Rice,2004,Autumn     ,Bihar,534477.0,477325.0,1147.8,57905200.0,112240.0,0.788148
8914,Rice,2004,Summer     ,Bihar,116220.0,166198.0,1147.8,12591300.0,24406.2,1.43741
8915,Rice,2004,Winter     ,Bihar,2489420.0,1828630.0,1147.8,269704000.0,522778.0,0.647105
8916,Safflower,2004,Rabi       ,Bihar,215.0,173.0,1147.8,23293.1,45.15,0.834286
8917,Sannhamp,2004,Whole Year ,Bihar,4388.0,3532.0,1147.8,475396.0,921.48,0.832963
8918,Sesamum,2004,Kharif     ,Bihar,3516.0,2717.0,1147.8,380923.0,738.36,0.763929
8919,Small millets,2004,Kharif     ,Bihar,6310.0,4892.0,1147.8,683625.0,1325.1,0.788667
8921,Sunflower,2004,Kharif     ,Bihar,16555.0,23429.0,1147.8,1793570.0,3476.55,1.36893
8923,Tobacco,2004,Whole Year ,Bihar,16071.0,18659.0,1147.8,1741130.0,3374.91,1.13765
8924,Turmeric,2004,Whole Year ,Bihar,2823.0,2788.0,1147.8,305844.0,592.83,0.992609
8925,Urad,2004,Kharif     ,Bihar,23960.0,17871.0,1147.8,2595830.0,5031.6,0.742286
8926,Wheat,2004,Rabi       ,Bihar,2027640.0,3263380.0,1147.8,219675000.0,425805.0,1.56947
8927,Arhar/Tur,2004,Kharif     ,Chhattisgarh,52499.0,26879.0,1122.8,5687740.0,11024.8,0.490625
8928,Bajra,2004,Kharif     ,Chhattisgarh,49.0,17.0,1122.8,5308.66,10.29,0.422
8930,Barley,2004,Rabi       ,Chhattisgarh,3959.0,3539.0,1122.8,428918.0,831.39,0.815
8931,Castor seed,2004,Kharif     ,Chhattisgarh,137.0,50.0,1122.8,14842.6,28.77,0.34625
8932,Coriander,2004,Whole Year ,Chhattisgarh,4087.0,1011.0,1122.8,442786.0,858.27,0.2475
8933,Cotton(lint),2004,Kharif     ,Chhattisgarh,468.0,763.0,1122.8,50703.1,98.28,1.7775
8934,Dry chillies,2004,Whole Year ,Chhattisgarh,6511.0,3601.0,1122.8,705402.0,1367.31,0.53375
8935,Garlic,2004,Whole Year ,Chhattisgarh,860.0,2309.0,1122.8,93172.4,180.6,2.91
8936,Ginger,2004,Whole Year ,Chhattisgarh,1330.0,1318.0,1122.8,144092.0,279.3,1.12375
8937,Gram,2004,Rabi       ,Chhattisgarh,233322.0,119694.0,1122.8,25278100.0,48997.6,0.533125
8938,Groundnut,2004,Kharif     ,Chhattisgarh,34086.0,38108.0,1122.8,3692880.0,7158.06,1.20125
8939,Horse-gram,2004,Kharif     ,Chhattisgarh,55371.0,16431.0,1122.8,5998890.0,11627.9,0.291875
8940,Jowar,2004,Kharif     ,Chhattisgarh,8388.0,4902.0,1122.8,908756.0,1761.48,0.666875
8941,Khesari,2004,Rabi       ,Chhattisgarh,449423.0,175275.0,1122.8,48690500.0,94378.8,0.433333
8942,Linseed,2004,Rabi       ,Chhattisgarh,71171.0,16298.0,1122.8,7710670.0,14945.9,0.242
8943,Maize,2004,Kharif     ,Chhattisgarh,97851.0,139927.0,1122.8,10601200.0,20548.7,1.34312
8944,Masoor,2004,Rabi       ,Chhattisgarh,18880.0,4878.0,1122.8,2045460.0,3964.8,0.281333
8945,Mesta,2004,Kharif     ,Chhattisgarh,1360.0,2456.0,1122.8,147342.0,285.6,1.85267
8946,Moong(Green Gram),2004,Kharif     ,Chhattisgarh,9939.0,2554.0,1122.8,1076790.0,2087.19,0.253125
8947,Moong(Green Gram),2004,Rabi       ,Chhattisgarh,6428.0,1334.0,1122.8,696410.0,1349.88,0.201333
8948,Niger seed,2004,Kharif     ,Chhattisgarh,73104.0,12121.0,1122.8,7920090.0,15351.8,0.161538
8950,Other  Rabi pulses,2004,Rabi       ,Chhattisgarh,1393.0,331.0,1122.8,150918.0,292.53,0.9
8951,Other Kharif pulses,2004,Kharif     ,Chhattisgarh,7220.0,1773.0,1122.8,782215.0,1516.2,0.278125
8952,Peas & beans (Pulses),2004,Rabi       ,Chhattisgarh,16359.0,5316.0,1122.8,1772330.0,3435.39,0.28625
8954,Ragi,2004,Kharif     ,Chhattisgarh,10108.0,2665.0,1122.8,1095100.0,2122.68,0.238182
8955,Rapeseed &Mustard,2004,Rabi       ,Chhattisgarh,54501.0,20601.0,1122.8,5904640.0,11445.2,0.363125
8956,Rice,2004,Kharif     ,Chhattisgarh,3843820.0,4586820.0,1122.8,416440000.0,807203.0,1.16062
8957,Safflower,2004,Rabi       ,Chhattisgarh,964.0,206.0,1122.8,104440.0,202.44,0.223333
8958,Sannhamp,2004,Whole Year ,Chhattisgarh,1673.0,528.0,1122.8,181253.0,351.33,0.303125
8959,Sesamum,2004,Kharif     ,Chhattisgarh,24281.0,7309.0,1122.8,2630600.0,5099.01,0.308125
8960,Small millets,2004,Kharif     ,Chhattisgarh,217787.0,52109.0,1122.8,23595000.0,45735.3,0.278125
8961,Soyabean,2004,Kharif     ,Chhattisgarh,32336.0,30978.0,1122.8,3503280.0,6790.56,1.01357
8962,Sugarcane,2004,Whole Year ,Chhattisgarh,6770.0,16450.0,1122.8,733462.0,1421.7,2.764
8963,Sunflower,2004,Kharif     ,Chhattisgarh,5607.0,1985.0,1122.8,607462.0,1177.47,0.404667
8965,Tobacco,2004,Whole Year ,Chhattisgarh,33.0,17.0,1122.8,3575.22,6.93,0.68
8966,Turmeric,2004,Whole Year ,Chhattisgarh,738.0,642.0,1122.8,79954.9,154.98,1.04062
8967,Urad,2004,Kharif     ,Chhattisgarh,113848.0,31462.0,1122.8,12334300.0,23908.1,0.29125
8968,Urad,2004,Rabi       ,Chhattisgarh,5667.0,1166.0,1122.8,613963.0,1190.07,0.232308
8969,Wheat,2004,Rabi       ,Chhattisgarh,99245.0,85215.0,1122.8,10752200.0,20841.4,0.963125
8970,Arhar/Tur,2004,Kharif     ,Delhi,119.0,170.0,651.9,12892.5,24.99,1.43
8971,Bajra,2004,Kharif     ,Delhi,1708.0,3117.0,651.9,185045.0,358.68,1.82
8972,Barley,2004,Kharif     ,Delhi,71.0,191.0,651.9,7692.14,14.91,2.69
8973,Gram,2004,Rabi       ,Delhi,57.0,75.0,651.9,6175.38,11.97,1.32
8974,Jowar,2004,Kharif     ,Delhi,9208.0,6350.0,651.9,997595.0,1933.68,0.69
8975,Maize,2004,Kharif     ,Delhi,82.0,125.0,651.9,8883.88,17.22,1.52
8976,Other Kharif pulses,2004,Kharif     ,Delhi,150.0,215.0,651.9,16251.0,31.5,1.43
8977,Rice,2004,Kharif     ,Delhi,8431.0,28216.0,651.9,913415.0,1770.51,3.35
8979,Wheat,2004,Rabi       ,Delhi,18695.0,80800.0,651.9,2025420.0,3925.95,4.32
8980,Arhar/Tur,2004,Kharif     ,Gujarat,254400.0,236000.0,719.8,27561700.0,53424.0,0.955
8981,Bajra,2004,Kharif     ,Gujarat,770100.0,785900.0,719.8,83432600.0,161721.0,1.13333
8982,Bajra,2004,Summer     ,Gujarat,145000.0,303100.0,719.8,15709300.0,30450.0,1.92318
8984,Castor seed,2004,Kharif     ,Gujarat,330500.0,564800.0,719.8,35806400.0,69405.0,1.74696
8985,Cotton(lint),2004,Kharif     ,Gujarat,1906300.0,5443500.0,719.8,206529000.0,400323.0,3.20909
8986,Dry chillies,2004,Whole Year ,Gujarat,6400.0,5700.0,719.8,693376.0,1344.0,0.81
8987,Garlic,2004,Whole Year ,Gujarat,25900.0,157700.0,719.8,2806010.0,5439.0,4.96643
8988,Gram,2004,Rabi       ,Gujarat,122700.0,98500.0,719.8,13293300.0,25767.0,0.7275
8989,Groundnut,2004,Kharif     ,Gujarat,1924500.0,1705500.0,719.8,208500000.0,404145.0,0.946087
8990,Groundnut,2004,Summer     ,Gujarat,60500.0,106500.0,719.8,6554570.0,12705.0,1.58318
8991,Guar seed,2004,Whole Year ,Gujarat,214400.0,157100.0,719.8,23228100.0,45024.0,0.803636
8992,Jowar,2004,Kharif     ,Gujarat,67300.0,91500.0,719.8,7291280.0,14133.0,1.135
8993,Jowar,2004,Rabi       ,Gujarat,54500.0,42900.0,719.8,5904530.0,11445.0,0.840833
8994,Maize,2004,Kharif     ,Gujarat,459500.0,412500.0,719.8,49782200.0,96495.0,1.0375
8995,Moong(Green Gram),2004,Kharif     ,Gujarat,173100.0,71700.0,719.8,18753700.0,36351.0,0.44875
8996,Moth,2004,Kharif     ,Gujarat,41000.0,14700.0,719.8,4441940.0,8610.0,0.413571
8998,Other  Rabi pulses,2004,Rabi       ,Gujarat,3700.0,1500.0,719.8,400858.0,777.0,0.22875
8999,Other Cereals,2004,Kharif     ,Gujarat,12300.0,4000.0,719.8,1332580.0,2583.0,0.51
9000,Other Cereals,2004,Rabi       ,Gujarat,10900.0,3900.0,719.8,1180910.0,2289.0,0.153333
9001,Other Kharif pulses,2004,Kharif     ,Gujarat,18900.0,10000.0,719.8,2047630.0,3969.0,0.564211
9003,Ragi,2004,Kharif     ,Gujarat,24300.0,25800.0,719.8,2632660.0,5103.0,1.0275
9004,Rapeseed &Mustard,2004,Rabi       ,Gujarat,291200.0,404900.0,719.8,31548600.0,61152.0,1.45238
9005,Rice,2004,Kharif     ,Gujarat,665600.0,1157300.0,719.8,72111100.0,139776.0,1.73067
9006,Rice,2004,Summer     ,Gujarat,13800.0,39200.0,719.8,1495090.0,2898.0,2.68625
9007,Sesamum,2004,Kharif     ,Gujarat,371900.0,117100.0,719.8,40291600.0,78099.0,0.324091
9008,Small millets,2004,Kharif     ,Gujarat,12300.0,4000.0,719.8,1332580.0,2583.0,0.51
9009,Small millets,2004,Rabi       ,Gujarat,10400.0,3900.0,719.8,1126740.0,2184.0,0.345
9011,Tobacco,2004,Whole Year ,Gujarat,71300.0,113900.0,719.8,7724640.0,14973.0,1.62571
9012,Urad,2004,Kharif     ,Gujarat,96000.0,48600.0,719.8,10400600.0,20160.0,0.5316
9013,Wheat,2004,Rabi       ,Gujarat,727400.0,1805500.0,719.8,78806500.0,152754.0,2.6312
9014,Arhar/Tur,2004,Kharif     ,Haryana,28860.0,30100.0,484.6,3126690.0,6060.6,0.841111
9015,Bajra,2004,Kharif     ,Haryana,565313.0,746000.0,484.6,61246000.0,118716.0,1.76842
9016,Barley,2004,Rabi       ,Haryana,22432.0,58000.0,484.6,2430280.0,4710.72,1.595
9017,Cotton(lint),2004,Kharif     ,Haryana,621234.0,2075000.0,484.6,67304500.0,130459.0,1.80444
9020,Gram,2004,Rabi       ,Haryana,107920.0,91000.0,484.6,11692100.0,22663.2,0.721053
9021,Groundnut,2004,Kharif     ,Haryana,2071.0,1500.0,484.6,224372.0,434.91,0.58
9022,Horse-gram,2004,Kharif     ,Haryana,515.0,100.0,484.6,55795.1,108.15,0.103333
9023,Jowar,2004,Kharif     ,Haryana,96718.0,26000.0,484.6,10478400.0,20310.8,0.135
9024,Maize,2004,Kharif     ,Haryana,15768.0,39000.0,484.6,1708310.0,3311.28,0.746875
9025,Masoor,2004,Rabi       ,Haryana,5911.0,4700.0,484.6,640398.0,1241.31,0.778
9026,Moong(Green Gram),2004,Kharif     ,Haryana,16039.0,6100.0,484.6,1737670.0,3368.19,0.148824
9027,Moth,2004,Kharif     ,Haryana,10719.0,1400.0,484.6,1161300.0,2250.99,0.128333
9029,Peas & beans (Pulses),2004,Rabi       ,Haryana,716.0,800.0,484.6,77571.4,150.36,0.614545
9031,Rapeseed &Mustard,2004,Rabi       ,Haryana,699824.0,824000.0,484.6,75818900.0,146963.0,1.19684
9032,Rice,2004,Kharif     ,Haryana,1024240.0,3010000.0,484.6,110966000.0,215090.0,2.83278
9033,Sannhamp,2004,Whole Year ,Haryana,465.0,100.0,484.6,50378.1,97.65,0.08125
